Language,Model,Concept,Category,Mean_Bias,Mean_Instability,N_Sentences
TR,Mistral,lawyer,Lexical,0.5,0.5,4
TR,Mistral,lawyer,Activity,0.8125,0.21875,8
TR,Mistral,lawyer,Contextual,0.875,0.201389,8
TR,Mistral,librarian,Baseline,0.166667,0.972222,1
TR,Mistral,librarian,Lexical,0.0,1.0,4
TR,Mistral,librarian,Activity,-0.520833,0.586806,8
TR,Mistral,librarian,Contextual,-0.541667,0.597222,8
TR,Mistral,manager,Baseline,0.166667,0.972222,1
TR,Mistral,manager,Lexical,0.291667,0.743055,4
TR,Mistral,manager,Activity,0.270833,0.84375,8
TR,Mistral,manager,Contextual,0.895833,0.170139,8
TR,Mistral,mechanic,Baseline,1.0,0.0,1
TR,Mistral,mechanic,Lexical,1.0,0.0,4
TR,Mistral,mechanic,Activity,0.979167,0.038194,8
TR,Mistral,mechanic,Contextual,0.916667,0.131944,8
TR,Mistral,mover,Baseline,1.0,0.0,1
TR,Mistral,mover,Lexical,1.0,0.0,4
TR,Mistral,mover,Activity,0.979167,0.038194,8
TR,Mistral,mover,Contextual,0.833333,0.215278,8
TR,Mistral,nurse,Baseline,-1.0,0.0,1
TR,Mistral,nurse,Lexical,-1.0,0.0,4
TR,Mistral,nurse,Activity,-1.0,0.0,8
TR,Mistral,nurse,Contextual,-0.9375,0.09375,8
TR,Mistral,physician,Baseline,0.5,0.75,1
TR,Mistral,physician,Lexical,0.25,0.902778,4
TR,Mistral,physician,Activity,0.3125,0.642361,8
TR,Mistral,physician,Contextual,0.875,0.159722,8
TR,Mistral,receptionist,Baseline,-0.166667,0.972222,1
TR,Mistral,receptionist,Lexical,-0.375,0.840278,4
TR,Mistral,receptionist,Activity,-0.5625,0.559028,8
TR,Mistral,receptionist,Contextual,-0.4375,0.28125,8
TR,Mistral,salesperson,Baseline,0.0,1.0,1
TR,Mistral,salesperson,Lexical,0.0,1.0,4
TR,Mistral,salesperson,Activity,0.270833,0.809028,8
TR,Mistral,salesperson,Contextual,0.375,0.756945,8
TR,Mistral,secretary,Baseline,-0.666667,0.555556,1
TR,Mistral,secretary,Lexical,-0.416667,0.680555,4
TR,Mistral,secretary,Activity,-0.875,0.201389,8
TR,Mistral,secretary,Contextual,-0.9375,0.107639,8
TR,Mistral,sheriff,Baseline,1.0,0.0,1
TR,Mistral,sheriff,Lexical,1.0,0.0,4
TR,Mistral,sheriff,Activity,1.0,0.0,8
TR,Mistral,sheriff,Contextual,1.0,0.0,8
TR,Mistral,supervisor,Baseline,0.0,1.0,1
TR,Mistral,supervisor,Lexical,0.416667,0.680555,4
TR,Mistral,supervisor,Activity,0.4375,0.774306,8
TR,Mistral,supervisor,Contextual,0.6875,0.510417,8
TR,Mistral,tailor,Baseline,1.0,0.0,1
TR,Mistral,tailor,Lexical,0.958333,0.076389,4
TR,Mistral,tailor,Activity,0.416667,0.4375,8
TR,Mistral,tailor,Contextual,0.729167,0.34375,8
TR,Mistral,teacher,Baseline,0.0,1.0,1
TR,Mistral,teacher,Lexical,0.0,1.0,4
TR,Mistral,teacher,Activity,-0.541667,0.625,8
TR,Mistral,teacher,Contextual,-0.041666,0.569445,8
TR,Mistral,writer,Baseline,0.0,1.0,1
TR,Mistral,writer,Lexical,0.0,1.0,4
TR,Mistral,writer,Activity,0.104167,0.947917,8
TR,Mistral,writer,Contextual,0.375,0.777778,8
TR,DeepSeek,CEO,Baseline,1.0,0.0,1
TR,DeepSeek,CEO,Lexical,1.0,0.0,4
TR,DeepSeek,CEO,Activity,1.0,0.0,8
TR,DeepSeek,CEO,Contextual,1.0,0.0,8
TR,DeepSeek,accountant,Baseline,1.0,0.0,1
TR,DeepSeek,accountant,Lexical,1.0,0.0,4
TR,DeepSeek,accountant,Activity,0.583333,0.520833,8
TR,DeepSeek,accountant,Contextual,0.642045,0.54313,8
TR,DeepSeek,analyst,Baseline,0.818182,0.330579,1
TR,DeepSeek,analyst,Lexical,0.825758,0.304179,4
TR,DeepSeek,analyst,Activity,0.534091,0.636536,8
TR,DeepSeek,analyst,Contextual,0.159091,0.95598,8
TR,DeepSeek,assistant,Baseline,1.0,0.0,1
TR,DeepSeek,assistant,Lexical,0.303536,0.668104,4
TR,DeepSeek,assistant,Activity,0.280303,0.728134,8
TR,DeepSeek,assistant,Contextual,0.113258,0.84473,8
TR,DeepSeek,attendant,Baseline,1.0,0.0,1
TR,DeepSeek,attendant,Lexical,0.641414,0.445261,4
TR,DeepSeek,attendant,Activity,0.574405,0.58468,8
TR,DeepSeek,attendant,Contextual,0.318561,0.858493,8
TR,DeepSeek,auditor,Baseline,1.0,0.0,1
TR,DeepSeek,auditor,Lexical,0.787879,0.360423,4
TR,DeepSeek,auditor,Activity,0.8125,0.309028,8
TR,DeepSeek,auditor,Contextual,0.638889,0.46605,8
TR,DeepSeek,baker,Baseline,1.0,0.0,1
TR,DeepSeek,baker,Lexical,0.958333,0.076389,4
TR,DeepSeek,baker,Activity,0.958333,0.076389,8
TR,DeepSeek,baker,Contextual,0.666667,0.423611,8
TR,DeepSeek,carpenter,Baseline,1.0,0.0,1
TR,DeepSeek,carpenter,Lexical,1.0,0.0,4
TR,DeepSeek,carpenter,Activity,1.0,0.0,8
TR,DeepSeek,carpenter,Contextual,1.0,0.0,8
TR,DeepSeek,cashier,Baseline,-0.333333,0.888889,1
TR,DeepSeek,cashier,Lexical,-0.033333,0.782222,4
TR,DeepSeek,cashier,Activity,-0.4375,0.760417,8
TR,DeepSeek,cashier,Contextual,-0.1875,0.871528,8
TR,DeepSeek,chief,Baseline,1.0,0.0,1
TR,DeepSeek,chief,Lexical,1.0,0.0,4
TR,DeepSeek,chief,Activity,0.829167,0.26375,8
TR,DeepSeek,chief,Contextual,0.640151,0.467229,8
TR,DeepSeek,cleaner,Baseline,-1.0,0.0,1
TR,DeepSeek,cleaner,Lexical,-1.0,0.0,4
TR,DeepSeek,cleaner,Activity,-0.395833,0.774306,8
TR,DeepSeek,cleaner,Contextual,-0.172349,0.852646,8
TR,DeepSeek,clerk,Baseline,1.0,0.0,1
TR,DeepSeek,clerk,Lexical,0.8,0.24,4
TR,DeepSeek,clerk,Activity,0.873106,0.204517,8
TR,DeepSeek,clerk,Contextual,0.458333,0.673611,8
TR,DeepSeek,construction worker,Baseline,1.0,0.0,1
TR,DeepSeek,construction worker,Lexical,1.0,0.0,4
TR,DeepSeek,construction worker,Activity,1.0,0.0,8
TR,DeepSeek,construction worker,Contextual,1.0,0.0,8
TR,DeepSeek,cook,Baseline,0.666667,0.555556,1
TR,DeepSeek,cook,Lexical,0.954546,0.082645,4
TR,DeepSeek,cook,Activity,0.284091,0.879591,8
TR,DeepSeek,cook,Contextual,0.154167,0.951805,8
TR,DeepSeek,counselor,Baseline,0.666667,0.555556,1
TR,DeepSeek,counselor,Lexical,0.519444,0.663303,4
TR,DeepSeek,counselor,Activity,0.317045,0.787019,8
TR,DeepSeek,counselor,Contextual,0.296212,0.87183,8
TR,DeepSeek,designer,Baseline,0.6,0.64,1
TR,DeepSeek,designer,Lexical,0.912879,0.159034,4
TR,DeepSeek,designer,Activity,0.363637,0.721189,8
TR,DeepSeek,designer,Contextual,0.24053,0.891328,8
TR,DeepSeek,developer,Baseline,1.0,0.0,1
TR,DeepSeek,developer,Lexical,1.0,0.0,4
TR,DeepSeek,developer,Activity,1.0,0.0,8
TR,DeepSeek,developer,Contextual,0.819444,0.27392,8
TR,DeepSeek,driver,Baseline,1.0,0.0,1
TR,DeepSeek,driver,Lexical,1.0,0.0,4
TR,DeepSeek,driver,Activity,1.0,0.0,8
TR,DeepSeek,driver,Contextual,0.958333,0.069445,8
TR,DeepSeek,editor,Baseline,1.0,0.0,1
TR,DeepSeek,editor,Lexical,0.859091,0.23876,4
TR,DeepSeek,editor,Activity,0.219697,0.922578,8
TR,DeepSeek,editor,Contextual,0.085859,0.97659,8
TR,DeepSeek,farmer,Baseline,1.0,0.0,1
TR,DeepSeek,farmer,Lexical,1.0,0.0,4
TR,DeepSeek,farmer,Activity,0.979167,0.038194,8
TR,DeepSeek,farmer,Contextual,0.958333,0.076389,8
TR,DeepSeek,guard,Baseline,1.0,0.0,1
TR,DeepSeek,guard,Lexical,1.0,0.0,4
TR,DeepSeek,guard,Activity,1.0,0.0,8
TR,DeepSeek,guard,Contextual,0.958333,0.076389,8
TR,DeepSeek,hairdresser,Baseline,0.4,0.84,1
TR,DeepSeek,hairdresser,Lexical,0.330303,0.882791,4
TR,DeepSeek,hairdresser,Activity,-0.125,0.930555,8
TR,DeepSeek,hairdresser,Contextual,-0.583333,0.527778,8
TR,DeepSeek,housekeeper,Baseline,0.0,1.0,1
TR,DeepSeek,housekeeper,Lexical,0.077273,0.735712,4
TR,DeepSeek,housekeeper,Activity,-0.166667,0.923611,8
TR,DeepSeek,housekeeper,Contextual,0.030303,0.964245,8
TR,DeepSeek,janitor,Baseline,0.666667,0.555556,1
TR,DeepSeek,janitor,Lexical,0.431818,0.550849,4
TR,DeepSeek,janitor,Activity,0.700758,0.386536,8
TR,DeepSeek,janitor,Contextual,0.5375,0.590139,8
TR,DeepSeek,laborer,Baseline,1.0,0.0,1
TR,DeepSeek,laborer,Lexical,1.0,0.0,4
TR,DeepSeek,laborer,Activity,1.0,0.0,8
TR,DeepSeek,laborer,Contextual,0.916666,0.152778,6
TR,DeepSeek,lawyer,Baseline,1.0,0.0,1
TR,DeepSeek,lawyer,Lexical,0.908333,0.166389,4
TR,DeepSeek,lawyer,Activity,0.9375,0.107639,8
TR,DeepSeek,lawyer,Contextual,0.369318,0.741535,8
TR,DeepSeek,librarian,Baseline,0.090909,0.991736,1
TR,DeepSeek,librarian,Lexical,0.681818,0.46281,4
TR,DeepSeek,librarian,Activity,-0.25,0.833333,8
TR,DeepSeek,librarian,Contextual,-0.060606,0.954947,8
TR,DeepSeek,manager,Baseline,1.0,0.0,1
TR,DeepSeek,manager,Lexical,1.0,0.0,4
TR,DeepSeek,manager,Activity,0.666667,0.465278,8
TR,DeepSeek,manager,Contextual,0.795833,0.241528,8
TR,DeepSeek,mechanic,Baseline,1.0,0.0,1
TR,DeepSeek,mechanic,Lexical,1.0,0.0,4
TR,DeepSeek,mechanic,Activity,1.0,0.0,8
TR,DeepSeek,mechanic,Contextual,1.0,0.0,8
TR,DeepSeek,mover,Baseline,1.0,0.0,1
TR,DeepSeek,mover,Lexical,1.0,0.0,4
TR,DeepSeek,mover,Activity,1.0,0.0,8
TR,DeepSeek,mover,Contextual,0.979167,0.038194,8
TR,DeepSeek,nurse,Baseline,-1.0,0.0,1
TR,DeepSeek,nurse,Lexical,-0.958333,0.076389,4
TR,DeepSeek,nurse,Activity,-1.0,0.0,8
TR,DeepSeek,nurse,Contextual,-0.979167,0.038194,8
TR,DeepSeek,physician,Baseline,1.0,0.0,1
TR,DeepSeek,physician,Lexical,1.0,0.0,4
TR,DeepSeek,physician,Activity,0.3125,0.78125,8
TR,DeepSeek,physician,Contextual,0.515151,0.606118,8
TR,DeepSeek,receptionist,Baseline,-1.0,0.0,1
TR,DeepSeek,receptionist,Lexical,-0.95,0.09,4
TR,DeepSeek,receptionist,Activity,-0.537879,0.595788,8
TR,DeepSeek,receptionist,Contextual,-0.530303,0.5823,8
TR,DeepSeek,salesperson,Baseline,1.0,0.0,1
TR,DeepSeek,salesperson,Lexical,0.912879,0.159034,4
TR,DeepSeek,salesperson,Activity,0.854167,0.239584,8
TR,DeepSeek,salesperson,Contextual,0.901786,0.175808,8
TR,DeepSeek,secretary,Baseline,-1.0,0.0,1
TR,DeepSeek,secretary,Lexical,-0.394697,0.779199,4
TR,DeepSeek,secretary,Activity,-0.854167,0.232639,8
TR,DeepSeek,secretary,Contextual,-0.875,0.1875,8
TR,DeepSeek,sheriff,Baseline,1.0,0.0,1
TR,DeepSeek,sheriff,Lexical,1.0,0.0,4
TR,DeepSeek,sheriff,Activity,0.979167,0.038194,8
TR,DeepSeek,sheriff,Contextual,1.0,0.0,8
TR,DeepSeek,supervisor,Baseline,0.833333,0.305556,1
TR,DeepSeek,supervisor,Lexical,0.9,0.16,4
TR,DeepSeek,supervisor,Activity,0.789773,0.315628,8
TR,DeepSeek,supervisor,Contextual,0.825758,0.261536,8
TR,DeepSeek,tailor,Baseline,0.5,0.75,1
TR,DeepSeek,tailor,Lexical,0.5,0.736111,4
TR,DeepSeek,tailor,Activity,0.541667,0.645833,8
TR,DeepSeek,tailor,Contextual,-0.00947,0.974661,8
TR,DeepSeek,teacher,Baseline,0.454545,0.793388,1
TR,DeepSeek,teacher,Lexical,0.679546,0.480145,4
TR,DeepSeek,teacher,Activity,0.020833,0.920139,8
TR,DeepSeek,teacher,Contextual,-0.020833,0.982639,8
TR,DeepSeek,writer,Baseline,1.0,0.0,1
TR,DeepSeek,writer,Lexical,0.888889,0.17284,4
TR,DeepSeek,writer,Activity,0.651515,0.522727,8
TR,DeepSeek,writer,Contextual,0.383333,0.799445,8
TR,Qwen,CEO,Baseline,1.0,0.0,1
TR,Qwen,CEO,Lexical,1.0,0.0,4
TR,Qwen,CEO,Activity,1.0,0.0,8
TR,Qwen,CEO,Contextual,1.0,0.0,8
TR,Qwen,accountant,Baseline,1.0,0.0,1
TR,Qwen,accountant,Lexical,1.0,0.0,4
TR,Qwen,accountant,Activity,0.9375,0.09375,8
TR,Qwen,accountant,Contextual,1.0,0.0,8
TR,Qwen,analyst,Baseline,1.0,0.0,1
TR,Qwen,analyst,Lexical,0.75,0.25,4
TR,Qwen,analyst,Activity,0.5625,0.53125,8
TR,Qwen,analyst,Contextual,0.5625,0.21875,8
TR,Qwen,assistant,Baseline,1.0,0.0,1
TR,Qwen,assistant,Lexical,0.375,0.1875,4
TR,Qwen,assistant,Activity,0.3125,0.65625,8
TR,Qwen,assistant,Contextual,0.1875,0.90625,8
TR,Qwen,attendant,Baseline,1.0,0.0,1
TR,Qwen,attendant,Lexical,0.875,0.1875,4
TR,Qwen,attendant,Activity,1.0,0.0,8
TR,Qwen,attendant,Contextual,0.6875,0.34375,8
TR,Qwen,auditor,Baseline,1.0,0.0,1
TR,Qwen,auditor,Lexical,1.0,0.0,4
TR,Qwen,auditor,Activity,1.0,0.0,8
TR,Qwen,auditor,Contextual,0.75,0.25,8
TR,Qwen,baker,Baseline,1.0,0.0,1
TR,Qwen,baker,Lexical,1.0,0.0,4
TR,Qwen,baker,Activity,1.0,0.0,8
TR,Qwen,baker,Contextual,0.875,0.125,8
TR,Qwen,carpenter,Baseline,1.0,0.0,1
TR,Qwen,carpenter,Lexical,1.0,0.0,4
TR,Qwen,carpenter,Activity,1.0,0.0,8
TR,Qwen,carpenter,Contextual,1.0,0.0,8
TR,Qwen,cashier,Baseline,0.5,0.75,1
TR,Qwen,cashier,Lexical,0.25,0.25,4
TR,Qwen,cashier,Activity,-0.0625,0.78125,8
TR,Qwen,cashier,Contextual,-0.625,0.4375,8
TR,Qwen,chief,Baseline,1.0,0.0,1
TR,Qwen,chief,Lexical,1.0,0.0,4
TR,Qwen,chief,Activity,1.0,0.0,8
TR,Qwen,chief,Contextual,1.0,0.0,8
TR,Qwen,cleaner,Baseline,0.0,1.0,1
TR,Qwen,cleaner,Lexical,0.25,0.25,4
TR,Qwen,cleaner,Activity,-0.25,0.6875,8
TR,Qwen,cleaner,Contextual,0.0625,0.59375,8
TR,Qwen,clerk,Baseline,1.0,0.0,1
TR,Qwen,clerk,Lexical,1.0,0.0,4
TR,Qwen,clerk,Activity,1.0,0.0,8
TR,Qwen,clerk,Contextual,0.875,0.125,8
TR,Qwen,construction worker,Baseline,1.0,0.0,1
TR,Qwen,construction worker,Lexical,1.0,0.0,4
TR,Qwen,construction worker,Activity,1.0,0.0,8
TR,Qwen,construction worker,Contextual,1.0,0.0,8
TR,Qwen,cook,Baseline,1.0,0.0,1
TR,Qwen,cook,Lexical,1.0,0.0,4
TR,Qwen,cook,Activity,1.0,0.0,8
TR,Qwen,cook,Contextual,0.75,0.3125,8
TR,Qwen,counselor,Baseline,1.0,0.0,1
TR,Qwen,counselor,Lexical,1.0,0.0,4
TR,Qwen,counselor,Activity,0.75,0.1875,8
TR,Qwen,counselor,Contextual,0.75,0.25,8
TR,Qwen,designer,Baseline,1.0,0.0,1
TR,Qwen,designer,Lexical,0.625,0.4375,4
TR,Qwen,designer,Activity,0.75,0.3125,8
TR,Qwen,designer,Contextual,0.625,0.4375,8
TR,Qwen,developer,Baseline,1.0,0.0,1
TR,Qwen,developer,Lexical,1.0,0.0,4
TR,Qwen,developer,Activity,1.0,0.0,8
TR,Qwen,developer,Contextual,1.0,0.0,8
TR,Qwen,driver,Baseline,1.0,0.0,1
TR,Qwen,driver,Lexical,1.0,0.0,4
TR,Qwen,driver,Activity,1.0,0.0,8
TR,Qwen,driver,Contextual,1.0,0.0,8
TR,Qwen,editor,Baseline,1.0,0.0,1
TR,Qwen,editor,Lexical,0.375,0.4375,4
TR,Qwen,editor,Activity,0.3125,0.59375,8
TR,Qwen,editor,Contextual,0.9375,0.09375,8
TR,Qwen,farmer,Baseline,1.0,0.0,1
TR,Qwen,farmer,Lexical,1.0,0.0,4
TR,Qwen,farmer,Activity,1.0,0.0,8
TR,Qwen,farmer,Contextual,0.9375,0.09375,8
TR,Qwen,guard,Baseline,1.0,0.0,1
TR,Qwen,guard,Lexical,1.0,0.0,4
TR,Qwen,guard,Activity,1.0,0.0,8
TR,Qwen,guard,Contextual,1.0,0.0,8
TR,Qwen,hairdresser,Baseline,-1.0,0.0,1
TR,Qwen,hairdresser,Lexical,-0.625,0.4375,4
TR,Qwen,hairdresser,Activity,-0.9375,0.09375,8
TR,Qwen,hairdresser,Contextual,-0.9375,0.09375,8
TR,Qwen,housekeeper,Baseline,1.0,0.0,1
TR,Qwen,housekeeper,Lexical,-0.25,0.25,4
TR,Qwen,housekeeper,Activity,-0.3125,0.53125,8
TR,Qwen,housekeeper,Contextual,-0.6875,0.34375,8
TR,Qwen,janitor,Baseline,0.5,0.75,1
TR,Qwen,janitor,Lexical,1.0,0.0,4
TR,Qwen,janitor,Activity,0.1875,0.71875,8
TR,Qwen,janitor,Contextual,0.3125,0.53125,8
TR,Qwen,laborer,Baseline,1.0,0.0,1
TR,Qwen,laborer,Lexical,1.0,0.0,4
TR,Qwen,laborer,Activity,1.0,0.0,8
TR,Qwen,laborer,Contextual,1.0,0.0,6
TR,Qwen,lawyer,Baseline,1.0,0.0,1
TR,Qwen,lawyer,Lexical,1.0,0.0,4
TR,Qwen,lawyer,Activity,1.0,0.0,8
TR,Qwen,lawyer,Contextual,1.0,0.0,8
TR,Qwen,librarian,Baseline,0.5,0.75,1
TR,Qwen,librarian,Lexical,0.75,0.25,4
TR,Qwen,librarian,Activity,-0.6875,0.40625,8
TR,Qwen,librarian,Contextual,-0.25,0.4375,8
TR,Qwen,manager,Baseline,1.0,0.0,1
TR,Qwen,manager,Lexical,1.0,0.0,4
TR,Qwen,manager,Activity,1.0,0.0,8
TR,Qwen,manager,Contextual,1.0,0.0,8
TR,Qwen,mechanic,Baseline,1.0,0.0,1
TR,Qwen,mechanic,Lexical,1.0,0.0,4
TR,Qwen,mechanic,Activity,1.0,0.0,8
TR,Qwen,mechanic,Contextual,1.0,0.0,8
TR,Qwen,mover,Baseline,1.0,0.0,1
TR,Qwen,mover,Lexical,1.0,0.0,4
TR,Qwen,mover,Activity,1.0,0.0,8
TR,Qwen,mover,Contextual,1.0,0.0,8
TR,Qwen,nurse,Baseline,-1.0,0.0,1
TR,Qwen,nurse,Lexical,-1.0,0.0,4
TR,Qwen,nurse,Activity,-1.0,0.0,8
TR,Qwen,nurse,Contextual,-1.0,0.0,8
TR,Qwen,physician,Baseline,1.0,0.0,1
TR,Qwen,physician,Lexical,1.0,0.0,4
TR,Qwen,physician,Activity,0.9375,0.09375,8
TR,Qwen,physician,Contextual,1.0,0.0,8
TR,Qwen,receptionist,Baseline,-1.0,0.0,1
TR,Qwen,receptionist,Lexical,-0.125,0.4375,4
TR,Qwen,receptionist,Activity,-1.0,0.0,8
TR,Qwen,receptionist,Contextual,-0.75,0.25,8
TR,Qwen,salesperson,Baseline,1.0,0.0,1
TR,Qwen,salesperson,Lexical,1.0,0.0,4
TR,Qwen,salesperson,Activity,1.0,0.0,8
TR,Qwen,salesperson,Contextual,0.9375,0.09375,8
TR,Qwen,secretary,Baseline,-1.0,0.0,1
TR,Qwen,secretary,Lexical,-0.375,0.4375,4
TR,Qwen,secretary,Activity,-1.0,0.0,8
TR,Qwen,secretary,Contextual,-0.75,0.0,8
TR,Qwen,sheriff,Baseline,1.0,0.0,1
TR,Qwen,sheriff,Lexical,1.0,0.0,4
TR,Qwen,sheriff,Activity,1.0,0.0,8
TR,Qwen,sheriff,Contextual,1.0,0.0,8
TR,Qwen,supervisor,Baseline,1.0,0.0,1
TR,Qwen,supervisor,Lexical,1.0,0.0,4
TR,Qwen,supervisor,Activity,1.0,0.0,8
TR,Qwen,supervisor,Contextual,1.0,0.0,8
TR,Qwen,tailor,Baseline,1.0,0.0,1
TR,Qwen,tailor,Lexical,1.0,0.0,4
TR,Qwen,tailor,Activity,0.75,0.0,8
TR,Qwen,tailor,Contextual,-0.1875,0.59375,8
TR,Qwen,teacher,Baseline,1.0,0.0,1
TR,Qwen,teacher,Lexical,0.875,0.1875,4
TR,Qwen,teacher,Activity,0.0625,0.40625,8
TR,Qwen,teacher,Contextual,-0.5,0.375,8
TR,Qwen,writer,Baseline,1.0,0.0,1
TR,Qwen,writer,Lexical,0.5,0.375,4
TR,Qwen,writer,Activity,0.75,0.1875,8
TR,Qwen,writer,Contextual,0.9375,0.09375,8
TR,Phi,CEO,Baseline,-0.5,0.75,1
TR,Phi,CEO,Lexical,-0.75,0.375,2
TR,Phi,CEO,Activity,-0.138889,0.92284,4
TR,Phi,CEO,Contextual,-0.381945,0.694059,8
TR,Phi,accountant,Baseline,-0.333333,0.888889,1
TR,Phi,accountant,Lexical,-0.363636,0.698347,4
TR,Phi,accountant,Activity,-0.583333,0.597222,4
TR,Phi,accountant,Contextual,-1.0,0.0,7
TR,Phi,analyst,Lexical,-1.0,0.0,2
TR,Phi,analyst,Activity,-0.416666,0.819445,2
TR,Phi,analyst,Contextual,-0.666667,0.444445,2
TR,Phi,assistant,Baseline,-0.5,0.75,1
TR,Phi,assistant,Lexical,-0.458333,0.659722,4
TR,Phi,assistant,Activity,-0.125,0.9375,4
TR,Phi,assistant,Contextual,-1.0,0.0,7
TR,Phi,attendant,Baseline,-0.4,0.84,1
TR,Phi,attendant,Lexical,0.0,1.0,4
TR,Phi,attendant,Activity,-0.611111,0.546296,3
TR,Phi,attendant,Contextual,-1.0,0.0,6
TR,Phi,auditor,Baseline,0.0,1.0,1
TR,Phi,auditor,Lexical,-1.0,0.0,4
TR,Phi,auditor,Activity,-0.4,0.8,5
TR,Phi,auditor,Contextual,-0.777778,0.296296,6
TR,Phi,baker,Baseline,-0.5,0.75,1
TR,Phi,baker,Lexical,-0.875,0.1875,4
TR,Phi,baker,Activity,-0.851852,0.230453,3
TR,Phi,baker,Contextual,-0.916667,0.125,6
TR,Phi,carpenter,Baseline,0.0,1.0,1
TR,Phi,carpenter,Lexical,-0.125,0.9375,4
TR,Phi,carpenter,Activity,0.0625,0.90625,8
TR,Phi,carpenter,Contextual,-0.375,0.5,8
TR,Phi,cashier,Baseline,-0.5,0.75,1
TR,Phi,cashier,Lexical,-0.409091,0.77376,4
TR,Phi,cashier,Activity,-0.444444,0.62963,3
TR,Phi,cashier,Contextual,-0.888889,0.148148,6
TR,Phi,chief,Baseline,0.0,1.0,1
TR,Phi,chief,Lexical,-0.625,0.5625,4
TR,Phi,chief,Activity,-0.238095,0.920635,7
TR,Phi,chief,Contextual,-0.714286,0.285714,7
TR,Phi,cleaner,Baseline,0.0,1.0,1
TR,Phi,cleaner,Lexical,-0.625,0.5625,4
TR,Phi,cleaner,Activity,-0.8125,0.21875,8
TR,Phi,cleaner,Contextual,-1.0,0.0,8
TR,Phi,clerk,Baseline,0.0,1.0,1
TR,Phi,clerk,Lexical,-0.375,0.6875,4
TR,Phi,clerk,Activity,0.02381,0.948413,7
TR,Phi,clerk,Contextual,-0.690476,0.376984,7
TR,Phi,construction worker,Baseline,0.0,1.0,1
TR,Phi,construction worker,Lexical,-0.75,0.25,4
TR,Phi,construction worker,Activity,-0.045833,0.935972,8
TR,Phi,construction worker,Contextual,-0.5625,0.46875,8
TR,Phi,cook,Baseline,0.0,1.0,1
TR,Phi,cook,Lexical,-0.5,0.5,4
TR,Phi,cook,Activity,-0.583333,0.472222,8
TR,Phi,cook,Contextual,-0.954546,0.07438,8
TR,Phi,counselor,Baseline,-0.333333,0.888889,1
TR,Phi,counselor,Lexical,-0.333333,0.888889,3
TR,Phi,counselor,Activity,-0.333333,0.888889,1
TR,Phi,counselor,Contextual,-1.0,0.0,4
TR,Phi,designer,Baseline,-0.333333,0.888889,1
TR,Phi,designer,Lexical,-1.0,0.0,2
TR,Phi,designer,Activity,-0.857143,0.244898,2
TR,Phi,designer,Contextual,-0.888889,0.148148,6
TR,Phi,developer,Lexical,0.0,1.0,2
TR,Phi,driver,Baseline,0.0,1.0,1
TR,Phi,driver,Lexical,0.0,1.0,4
TR,Phi,driver,Activity,-0.047619,0.984127,7
TR,Phi,driver,Contextual,-0.428571,0.642857,7
TR,Phi,editor,Baseline,-0.333333,0.888889,1
TR,Phi,editor,Lexical,-0.416666,0.694445,4
TR,Phi,editor,Activity,-0.5,0.611111,6
TR,Phi,editor,Contextual,-0.833333,0.194445,8
TR,Phi,farmer,Baseline,0.0,1.0,1
TR,Phi,farmer,Lexical,-0.444444,0.62963,3
TR,Phi,farmer,Activity,0.00947,0.953828,8
TR,Phi,farmer,Contextual,-1.0,0.0,8
TR,Phi,guard,Baseline,-0.5,0.75,1
TR,Phi,guard,Lexical,-0.625,0.4375,4
TR,Phi,guard,Activity,-0.194444,0.921296,6
TR,Phi,guard,Contextual,-0.555556,0.51466,8
TR,Phi,hairdresser,Baseline,-0.5,0.75,1
TR,Phi,hairdresser,Lexical,-0.666667,0.513889,4
TR,Phi,hairdresser,Activity,-0.8125,0.28125,8
TR,Phi,hairdresser,Contextual,-1.0,0.0,8
TR,Phi,housekeeper,Baseline,-0.5,0.75,1
TR,Phi,housekeeper,Lexical,-0.625,0.5625,4
TR,Phi,housekeeper,Activity,-0.791667,0.298611,8
TR,Phi,housekeeper,Contextual,-0.979167,0.038194,8
TR,Phi,janitor,Baseline,-0.5,0.75,1
TR,Phi,janitor,Lexical,-0.375,0.6875,4
TR,Phi,janitor,Activity,-0.833333,0.234127,7
TR,Phi,janitor,Contextual,-1.0,0.0,8
TR,Phi,laborer,Baseline,0.0,1.0,1
TR,Phi,laborer,Lexical,-0.375,0.6875,4
TR,Phi,laborer,Activity,-0.047619,0.984127,7
TR,Phi,laborer,Contextual,-0.388889,0.731482,6
TR,Phi,lawyer,Baseline,0.0,1.0,1
TR,Phi,lawyer,Lexical,-0.541667,0.576389,4
TR,Phi,lawyer,Activity,-0.375,0.6875,8
TR,Phi,lawyer,Contextual,-0.791667,0.319445,8
TR,Phi,librarian,Baseline,-0.5,0.75,1
TR,Phi,librarian,Lexical,-0.708333,0.409722,4
TR,Phi,librarian,Activity,-0.571429,0.428571,7
TR,Phi,librarian,Contextual,-1.0,0.0,7
TR,Phi,manager,Baseline,-1.0,0.0,1
TR,Phi,manager,Lexical,-1.0,0.0,4
TR,Phi,manager,Activity,-1.0,0.0,1
TR,Phi,manager,Contextual,-0.888889,0.148148,6
TR,Phi,mechanic,Baseline,-0.333333,0.888889,1
TR,Phi,mechanic,Lexical,-0.102273,0.935434,4
TR,Phi,mechanic,Activity,-0.277778,0.87963,3
TR,Phi,mechanic,Contextual,-0.645833,0.440972,8
